id,name,phone,email,account_number,card_number,aadhaar_number,pan_number,ifsc_code,pincode
964,Imran Nayar,6077935732,imran.nayar280@outlook.com,352417352510063,0156444750542433,762265894048,FEZVZ5186R,KKBK0WHXX3M,800001
965,Rahul Das,7492775384,rahul.das@rediffmail.com,944636059220124866,5054183723730408,703724869147,OSJKW3263Y,INDB04XCLQR,500001
966,Geeta Bhatia,6442253698,geeta.bhatia674@gmail.com,529358770,4809442729208410,126795296275,DOBZW3191F,UBIN0PAF7W0,700001
967,Diya Chatterjee,9056910185,diya.chatterjee@icloud.com,871974710,1580091418767415,789130072986,BLJZK5575Y,BARB0510OA8,751001
968,Karan Saxena,9920615318,karan.saxena@hotmail.com,7016313850555,0090385068607527,202064480581,WMEIR5867V,SBIN0GJO1K3,600001
969,Swati Ghosh,8134950812,swati.ghosh@yahoo.com,128055395139,2408104314523999,966237525312,CYONC8405N,INDB0OJO7BH,380001
970,Suresh Mishra,6204880932,suresh.mishra@yahoo.com,1229545111750488,5738606561749987,925248444033,QBKIG9887A,IOBA0R1C4Z4,110001
971,Zoya Das,9429401943,zoya.das420@hotmail.com,19044158795,2650375005331026,825484267713,AWLCD4306V,BARB0O5AVHU,110045
972,Vivaan Kapoor,7337163103,vivaan.kapoor@gmail.com,77777936655284,1532961547814203,510226079059,ENUPG3806J,UTIB0HDLZX5,600001
973,Rohan Agarwal,8771049683,rohan.agarwal@rediffmail.com,567705749199420945,0826347238064434,750597080325,UCWYY1867Y,CNRB0D1NVP7,395003
974,Ishaan Joshi,9550976943,ishaan.joshi@yahoo.com,638125877786,2635910109005875,304378387807,HJXXV3458P,UBIN0LRARV0,560034
975,Ishaan Saxena,8665321045,ishaan.saxena85@outlook.com,47016082826989493,0337835999564867,210563814997,JKUNE9360W,INDB0U0G5XU,800001
976,Vikram Ansari,8926140743,vikram.ansari827@icloud.com,705981104315583,7069265495321093,104890342890,RQZBP1415L,KKBK01VRUJ4,302001
977,Saanvi Iyer,7506117834,saanvi.iyer@icloud.com,974583896947492546,1858661621304438,891473892965,BFBYZ2158D,IOBA099ILS7,800001
978,Lakshmi Choudhary,8586541123,lakshmi.choudhary85@rediffmail.com,7639487681866651,7679292638928530,741996537223,ILOZP8206R,CNRB0V0TJH9,110001
979,Kavya Nayar,9081082113,kavya.nayar58@icloud.com,759744486,4734213658906403,016035407003,GYTVF2436I,SBIN0ZVKFMV,560001
980,Aarav Iyer,6968708998,aarav.iyer@yahoo.com,41678641384369,4177565692647529,063966578213,RXQIL0684G,IOBA0IM8DGW,160001
981,Arjun Chopra,6752340046,arjun.chopra636@rediffmail.com,9327820307385,3690975516113387,671026446399,FOQIH5008H,INDB0TPVNJW,500034
982,Aarav Mukherjee,8821512701,aarav.mukherjee35@hotmail.com,9914113993845,0812351829572342,761372650823,JSFNK5004K,HDFC0EGQCSP,400001
983,Geeta Verma,6018268494,geeta.verma177@yahoo.com,23847592997,0157667152418784,052571415443,WZTHG4224G,ICIC0EOG9TQ,560034
984,Vandana Das,8286327197,vandana.das997@icloud.com,871993105006,7920842018371668,103325517950,DWLQF5729S,IOBA0SPZ9YK,400070
985,Komal Iyer,7466988404,komal.iyer715@outlook.com,6104419351221,6515468319863172,559373733302,GINQR9370L,PUNB027Q3N0,110001
986,Zoya Saxena,9982836975,zoya.saxena@icloud.com,41477970356,8561230563008442,088487693375,OWVJW4861I,YESB0OTWU2M,682016
987,Aadhya Mehta,6782242550,aadhya.mehta@rediffmail.com,1498640704,9491707923468868,281107439220,ICCIX9616X,SBIN0JYD1CS,500001
988,Vandana Pandey,6916778927,vandana.pandey681@gmail.com,4113280315122645,7087115943595860,397094728737,KTUJD4188J,UTIB06LR8CL,380009
989,Rekha Sharma,9237255577,rekha.sharma@icloud.com,895033827125679,7841651732858941,248261189250,KKANM3109R,UTIB07H7BUQ,600028
990,Sneha Pandey,7561301961,sneha.pandey464@yahoo.com,9372476038,5264185125544920,163235594318,LXNFR1798U,UTIB0YA06DZ,600028
991,Rekha Nair,6524077142,rekha.nair@gmail.com,580284029,5673703767453668,064960264827,YTLEA0428R,UTIB0Z7CPYN,600001
992,Deepak Tiwari,6616074670,deepak.tiwari@outlook.com,682552896241480602,4771180536663942,575104944265,BJGPT1698S,IOBA0B9ZO5N,500001
993,Amit Bose,9971626344,amit.bose539@icloud.com,970203709164936,3248854698764298,161273436285,UBGFA1287V,UBIN0Q9OW45,160017
994,Vivaan Patel,9808699203,vivaan.patel939@hotmail.com,7114206487914790,4398544722258804,850564908395,ECXBT9228Y,HDFC08GBIEO,682001
995,Vandana Desai,7159947564,vandana.desai179@yahoo.com,119608125312,0810974028651440,810745607236,OAQEZ4864F,IOBA0WF0LUG,395001
996,Neha Saxena,8220157099,neha.saxena353@outlook.com,107369195759,9639983425318149,013297606279,QPIUG7260F,CNRB0YHXS8X,800001
997,Myra Shah,7167727837,myra.shah@yahoo.com,788755431,7884746795190620,000515179198,NNIXC5842B,HDFC056GKFM,682016
998,Pallavi Choudhary,8950453391,pallavi.choudhary@outlook.com,69720354374189930,4551880127000667,740702996907,AGEFJ2397D,UTIB07JGTSN,682016
999,Vikram Mukherjee,7580256657,vikram.mukherjee675@hotmail.com,54560747117,8122109617325829,072621540777,ZTXLV0097J,KKBK0PBRRSV,302001
1000,Kiran Khan,7542286978,kiran.khan534@yahoo.com,75053119358772,7807031356902796,194054622443,EXRTA1697M,UBIN0DPT3RY,395003
